source_id,relative_path,role,device,image_size,keywords,expected_mb,download_shard
r1ea13eb4t,r1ea13eb4t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.8,10
r1ea8ccbbt,r1ea8ccbbt.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,18.7,1
r1eaa5d42t,r1eaa5d42t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.1,2
r1ead3024t,r1ead3024t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.9,0
r1ebee709t,r1ebee709t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.1,12
r1ec70fd3t,r1ec70fd3t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,10.9,17
r1ee65904t,r1ee65904t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.7,17
r1ee6f90et,r1ee6f90et.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.6,2
r1ef15cb3t,r1ef15cb3t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor,20.3,5
r1ef16e0dt,r1ef16e0dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.0,12
r1ef8b85ft,r1ef8b85ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,20.5,10
r1efcf847t,r1efcf847t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.2,3
r1eff17eft,r1eff17eft.NEF,external_pilot,Nikon D7000,L (4928 x 3264),nature; outdoor,17.8,7
r1f06581bt,r1f06581bt.NEF,development_calibration,Nikon D90,L (4288 x 2848),objects; outdoor,11.1,16
r1f1178cet,r1f1178cet.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.4,11
r1f11809bt,r1f11809bt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.2,10
r1f16e2abt,r1f16e2abt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.3,4
r1f1a3258t,r1f1a3258t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.7,14
r1f1a9df4t,r1f1a9df4t.NEF,independent_test,Nikon D90,L (4288 x 2848),landscape; outdoor,10.7,3
r1f20d8b5t,r1f20d8b5t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,9.95,16
r1f23f4ddt,r1f23f4ddt.NEF,development_early_stop,Nikon D90,L (4288 x 2848),landscape; outdoor,10.7,3
r1f2c2acft,r1f2c2acft.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.8,15
r1f2f31e2t,r1f2f31e2t.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor; people,20.5,14
r1f3e6681t,r1f3e6681t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.4,17
r1f40decct,r1f40decct.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.5,2
r1f446078t,r1f446078t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,22.6,5
r1f48d12dt,r1f48d12dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,20.6,3
r1f4a44a7t,r1f4a44a7t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.9,0
r1f4f8a51t,r1f4f8a51t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.8,7
r1f5ad4e0t,r1f5ad4e0t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor; objects,10.3,0
r1f5c8451t,r1f5c8451t.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,19.8,2
